seed,data,criterion,method,K,silhouette,dunn,ari_true,runtime
2,TwoDiamonds,dunnindex,True,2.0,0.48591870935773296,0.022004889975551917,1.0,0.0
2,TwoDiamonds,dunnindex,ICOT_local,2.0,0.08934917577530273,0.043543955614666154,0.0,2903.286310386
2,TwoDiamonds,dunnindex,OCT,8.0,0.28078799828161427,0.0029610401565398413,-10.0,0.415118214
2,TwoDiamonds,dunnindex,kmeans_plus,8.0,0.3838529115605981,0.027674417294630483,-10.0,2.189474873
2,TwoDiamonds,dunnindex,hclust,9.0,0.3836081090483955,0.04858221203649906,-10.0,2.237353841
2,TwoDiamonds,dunnindex,gmm,9.0,0.34148419737925323,0.020040729143726232,-10.0,0.255597245
2,TwoDiamonds,dunnindex,dbscan,0.1,0.04731615677264487,0.01194496039691997,-10.0,0.54695495
